/home/eduardburlacu/miniconda3/bin/conda run -n fedprox --no-capture-output python /home/eduardburlacu/Inference/code.py 
+---------------------------------------------------+
|             train/test log likelihood             |
+-------+---------------------+---------------------+
| # it. |      train loss     |      test loss      |
|  2349 | -0.21532782684640403 | -0.2520467198994066  |
|  2350 | -0.21531827735406645 | -0.2520371890569134  |
|  2351 | -0.21530873537988732 | -0.2520276667776427  |
|  2352 | -0.21529920091492386 | -0.2520181530518039  |
|  2353 | -0.2152896739502475  | -0.2520086478696201  |
|  2354 | -0.21528015447694362 | -0.2519991512213291  |
|  2355 | -0.21527064248611183 | -0.2519896630971827  |
|  2356 | -0.21526113796886562 | -0.2519801834874469  |
|  2357 | -0.21525164091633248 | -0.2519707123824023  |
|  2358 | -0.21524215131965402 | -0.25196124977234274 |
|  2359 | -0.2152326691699856  | -0.2519517956475768  |
|  2360 | -0.21522319445849675 | -0.2519423499984271  |
|  2361 | -0.21521372717637058 | -0.2519329128152303  |
|  2362 | -0.21520426731480435 | -0.2519234840883367  |
|  2363 | -0.21519481486500905 | -0.25191406380811115 |
|  2364 | -0.2151853698182093  | -0.25190465196493217 |
|  2365 | -0.21517593216564393 | -0.2518952485491925  |
|  2366 | -0.21516650189856507 | -0.2518858535512985  |
|  2367 | -0.21515707900823888 | -0.2518764669616702  |
|  2368 | -0.21514766348594513 | -0.2518670887707426  |
|  2369 | -0.21513825532297737 | -0.2518577189689635  |
|  2370 | -0.21512885451064243 | -0.25184835754679474 |
|  2371 | -0.21511946104026125 | -0.25183900449471225 |
|  2372 | -0.21511007490316814 | -0.2518296598032056  |
|  2373 |  -0.215100696090711  | -0.25182032346277805 |
|  2374 | -0.2150913245942513  | -0.25181099546394686 |
|  2375 | -0.21508196040516395 | -0.25180167579724266 |
|  2376 | -0.21507260351483745 | -0.2517923644532099  |
|  2377 | -0.2150632539146737  | -0.2517830614224067  |
|  2378 | -0.21505391159608817 | -0.2517737666954051  |
|  2379 | -0.2150445765505096  | -0.25176448026279025 |
|  2380 | -0.21503524876938018 | -0.25175520211516106 |
|  2381 | -0.2150259282441556  | -0.2517459322431303  |
|  2382 | -0.21501661496630448 | -0.25173667063732386 |
|  2383 | -0.21500730892730918 | -0.2517274172883815  |
|  2384 | -0.21499801011866537 | -0.2517181721869562  |
|  2385 | -0.21498871853188156 | -0.2517089353237146  |
|  2386 | -0.21497943415847978 | -0.2516997066893367  |
|  2387 | -0.21497015698999555 | -0.25169048627451596 |
|  2388 | -0.21496088701797678 | -0.2516812740699594  |
|  2389 | -0.2149516242339854  | -0.2516720700663868  |
|  2390 | -0.21494236862959595 | -0.2516628742545322  |
|  2391 | -0.21493312019639624 | -0.2516536866251424  |
|  2392 | -0.21492387892598738 | -0.2516445071689774  |
|  2393 | -0.2149146448099831  | -0.25163533587681075 |
|  2394 | -0.21490541784001047 | -0.25162617273942944 |
|  2395 | -0.21489619800770945 | -0.2516170177476333  |
|  2396 | -0.2148869853047331  | -0.2516078708922354  |
|  2397 | -0.21487777972274727 | -0.2515987321640624  |
|  2398 | -0.21486858125343097 | -0.2515896015539535  |
|  2399 | -0.21485938988847594 | -0.2515804790527618  |
|  2400 | -0.21485020561958698 | -0.25157136465135305 |
|  2401 | -0.21484102843848146 | -0.2515622583406058  |
|  2402 | -0.2148318583368898  | -0.25155316011141254 |
|  2403 | -0.2148226953065554  | -0.25154406995467793 |
|  2404 | -0.2148135393392341  | -0.2515349878613201  |
|  2405 | -0.2148043904266946  | -0.25152591382227046 |
|  2406 | -0.21479524856071855 | -0.2515168478284725  |
|  2407 | -0.21478611373310005 | -0.2515077898708837  |
|  2408 | -0.21477698593564606 | -0.2514987399404739  |
|  2409 | -0.21476786516017607 | -0.25148969802822585 |
|  2410 | -0.2147587513985225  | -0.25148066412513537 |
|  2411 | -0.21474964464252996 | -0.2514716382222111  |
|  2412 |  -0.214740544884056  | -0.2514626203104745  |
|  2413 | -0.21473145211497063 | -0.2514536103809598  |
|  2414 | -0.21472236632715636 | -0.25144460842471433 |
|  2415 | -0.21471328751250823 | -0.2514356144327977  |
|  2416 | -0.21470421566293388 | -0.25142662839628266 |
|  2417 | -0.21469515077035353 | -0.2514176503062547  |
|  2418 | -0.21468609282669923 | -0.2514086801538115  |
|  2419 | -0.21467704182391628 | -0.2513997179300643  |
|  2420 | -0.21466799775396203 | -0.25139076362613627 |
|  2421 | -0.21465896060880596 | -0.2513818172331635  |
|  2422 | -0.21464993038043037 | -0.2513728787422947  |
|  2423 | -0.2146409070608296  | -0.2513639481446912  |
|  2424 | -0.21463189064201027 | -0.25135502543152716 |
|  2425 | -0.21462288111599154 | -0.25134611059398865 |
|  2426 | -0.21461387847480456 | -0.25133720362327483 |
|  2427 | -0.2146048827104931  | -0.25132830451059696 |
|  2428 | -0.21459589381511265 | -0.2513194132471794  |
|  2429 | -0.2145869117807311  | -0.25131052982425806 |
|  2430 | -0.2145779365994288  | -0.25130165423308254 |
|  2431 | -0.21456896826329774 | -0.25129278646491365 |
|  2432 | -0.21456000676444262 | -0.2512839265110253  |
|  2433 | -0.21455105209497963 | -0.2512750743627036  |
|  2434 | -0.21454210424703746 | -0.25126623001124704 |
|  2435 | -0.21453316321275664 | -0.2512573934479665  |
|  2436 |  -0.21452422898429   | -0.25124856466418494 |
|  2437 | -0.21451530155380216 | -0.25123974365123813 |
|  2438 | -0.21450638091346966 | -0.2512309304004735  |
|  2439 | -0.21449746705548114 | -0.25122212490325097 |
|  2440 | -0.21448855997203745 | -0.2512133271509429  |
|  2441 | -0.21447965965535076 | -0.25120453713493396 |
|  2442 | -0.2144707660976456  | -0.25119575484662016 |
|  2443 | -0.2144618792911582  | -0.25118698027741077 |
|  2444 | -0.21445299922813674 | -0.2511782134187264  |
|  2445 | -0.21444412590084103 | -0.2511694542620002  |
|  2446 |  -0.214435259301543  | -0.2511607027986777  |
|  2447 | -0.21442639942252625 | -0.25115195902021575 |
|  2448 | -0.21441754625608592 | -0.2511432229180835  |
|  2449 | -0.21440869979452923 | -0.2511344944837629  |
|  2450 | -0.21439986003017483 | -0.2511257737087467  |
|  2451 | -0.21439102695535334 | -0.2511170605845408  |
|  2452 | -0.21438220056240695 | -0.2511083551026622  |
|  2453 | -0.21437338084368926 | -0.2510996572546405  |
|  2454 |  -0.214364567791566  | -0.25109096703201694 |
|  2455 | -0.21435576139841403 | -0.2510822844263445  |
|  2456 | -0.2143469616566221  | -0.2510736094291884  |
|  2457 | -0.21433816855859042 | -0.2510649420321254  |
|  2458 | -0.21432938209673075 | -0.2510562822267449  |
|  2459 | -0.21432060226346647 |  -0.251047630004647  |
|  2460 | -0.21431182905123222 | -0.2510389853574446  |
|  2461 | -0.21430306245247435 | -0.25103034827676146 |
|  2462 | -0.21429430245965086 | -0.2510217187542342  |
|  2463 | -0.21428554906523067 | -0.2510130967815101  |
|  2464 | -0.2142768022616944  | -0.25100448235024914 |
|  2465 | -0.2142680620415341  | -0.2509958754521226  |
|  2466 | -0.21425932839725306 | -0.25098727607881294 |
|  2467 | -0.21425060132136614 | -0.25097868422201564 |
|  2468 | -0.21424188080639944 | -0.2509700998734361  |
|  2469 | -0.2142331668448902  | -0.2509615230247928  |
|  2470 | -0.21422445942938714 |  -0.250952953667815  |
|  2471 | -0.21421575855245029 | -0.25094439179424394 |
|  2472 | -0.21420706420665062 | -0.2509358373958325  |
|  2473 | -0.21419837638457076 | -0.25092729046434475 |
|  2474 | -0.21418969507880414 | -0.2509187509915567  |
|  2475 | -0.2141810202819557  | -0.2509102189692555  |
|  2476 | -0.21417235198664153 |  -0.25090169438924   |
|  2477 | -0.2141636901854885  | -0.25089317724332055 |
|  2478 | -0.21415503487113502 | -0.2508846675233187  |
|  2479 | -0.2141463860362303  | -0.2508761652210681  |
|  2480 | -0.21413774367343485 | -0.25086767032841295 |
|  2481 | -0.21412910777542016 | -0.2508591828372094  |
|  2482 | -0.21412047833486877 | -0.2508507027393248  |
|  2483 | -0.21411185534447413 | -0.2508422300266381  |
|  2484 | -0.21410323879694093 | -0.2508337646910392  |
|  2485 | -0.21409462868498472 | -0.2508253067244295  |
|  2486 | -0.21408602500133175 | -0.2508168561187217  |
|  2487 | -0.21407742773871977 | -0.2508084128658399  |
|  2488 | -0.21406883688989697 | -0.2507999769577196  |
|  2489 | -0.21406025244762256 | -0.25079154838630663 |
|  2490 | -0.2140516744046667  | -0.2507831271435592  |
|  2491 | -0.21404310275381044 | -0.2507747132214461  |
|  2492 | -0.21403453748784557 | -0.2507663066119476  |
|  2493 | -0.21402597859957456 | -0.25075790730705466 |
|  2494 | -0.21401742608181118 | -0.2507495152987702  |
|  2495 | -0.21400887992737944 | -0.2507411305791073  |
|  2496 | -0.21400034012911429 | -0.2507327531400907  |
|  2497 | -0.2139918066798616  | -0.25072438297375643 |
|  2498 | -0.21398327957247765 | -0.2507160200721513  |
|  2499 | -0.2139747587998297  | -0.2507076644273328  |
|  2500 | -0.21396624435479542 | -0.2506993160313704  |
|  2501 | -0.21395773623026343 | -0.2506909748763435  |
|  2502 | -0.21394923441913277 | -0.25068264095434345 |
|  2503 | -0.21394073891431326 | -0.25067431425747183 |
|  2504 | -0.2139322497087251  | -0.25066599477784185 |
|  2505 | -0.2139237667952993  | -0.2506576825075771  |
|  2506 | -0.2139152901669773  | -0.2506493774388123  |
|  2507 | -0.2139068198167111  | -0.25064107956369314 |
|  2508 | -0.2138983557374632  | -0.2506327888743763  |
|  2509 | -0.2138898979222069  | -0.2506245053630287  |
|  2510 | -0.2138814463639254  | -0.2506162290218292  |
|  2511 | -0.21387300105561283 | -0.25060795984296647 |
|  2512 | -0.2138645619902737  | -0.25059969781864044 |
|  2513 | -0.2138561291609227  | -0.25059144294106167 |
|  2514 | -0.21384770256058538 | -0.25058319520245204 |
|  2515 | -0.2138392821822972  | -0.2505749545950432  |
|  2516 | -0.21383086801910423 | -0.2505667211110783  |
|  2517 | -0.21382246006406272 | -0.25055849474281144 |
|  2518 | -0.2138140583102397  | -0.2505502754825062  |
|  2519 | -0.2138056627507118  | -0.25054206332243817 |
|  2520 | -0.21379727337856663 | -0.2505338582548928  |
|  2521 | -0.21378889018690184 | -0.25052566027216683 |
|  2522 | -0.2137805131688249  | -0.25051746936656677 |
|  2523 | -0.21377214231745434 | -0.2505092855304104  |
|  2524 | -0.21376377762591822 | -0.25050110875602605 |
|  2525 | -0.21375541908735488 | -0.25049293903575237 |
|  2526 | -0.2137470666949134  | -0.25048477636193894 |
|  2527 | -0.21373872044175246 | -0.2504766207269449  |
|  2528 | -0.21373038032104083 | -0.25046847212314144 |
|  2529 | -0.2137220463259579  | -0.25046033054290917 |
|  2530 | -0.2137137184496928  | -0.25045219597863944 |
|  2531 | -0.2137053966854448  | -0.25044406842273415 |
|  2532 | -0.21369708102642335 | -0.25043594786760537 |
|  2533 | -0.21368877146584783 | -0.2504278343056762  |
|  2534 | -0.21368046799694773 | -0.2504197277293798  |
|  2535 | -0.2136721706129624  | -0.25041162813115936 |
|  2536 | -0.21366387930714148 |  -0.250403535503469  |
|  2537 | -0.21365559407274443 | -0.2503954498387733  |
|  2538 | -0.21364731490304056 | -0.2503873711295466  |
|  2539 | -0.2136390417913092  | -0.2503792993682738  |
|  2540 | -0.21363077473083977 | -0.25037123454745036 |
|  2541 | -0.21362251371493127 | -0.25036317665958185 |
|  2542 | -0.21361425873689285 | -0.2503551256971843  |
|  2543 | -0.21360600979004338 | -0.25034708165278324 |
|  2544 | -0.21359776686771192 | -0.2503390445189157  |
|  2545 | -0.2135895299632368  | -0.2503310142881278  |
|  2546 | -0.2135812990699666  | -0.25032299095297683 |
|  2547 | -0.2135730741812595  | -0.2503149745060293  |
|  2548 | -0.2135648552904835  | -0.25030696493986243 |
|  2549 | -0.21355664239101643 | -0.2502989622470638  |
|  2550 | -0.2135484354762459  | -0.2502909664202307  |
|  2551 | -0.21354023453956894 | -0.2502829774519709  |
|  2552 | -0.2135320395743927  | -0.2502749953349018  |
|  2553 | -0.21352385057413373 | -0.25026702006165125 |
|  2554 | -0.21351566753221857 | -0.2502590516248573  |
|  2555 | -0.21350749044208286 | -0.25025109001716767 |
|  2556 | -0.21349931929717236 | -0.2502431352312403  |
|  2557 | -0.21349115409094246 | -0.2502351872597432  |
|  2558 | -0.2134829948168579  | -0.2502272460953543  |
|  2559 | -0.2134748414683932  | -0.2502193117307616  |
|  2560 | -0.2134666940390322  | -0.25021138415866306 |
|  2561 | -0.21345855252226856 | -0.2502034633717666  |
|  2562 | -0.21345041691160535 | -0.2501955493627897  |
|  2563 | -0.21344228720055533 | -0.2501876421244608  |
|  2564 | -0.21343416338264043 |  -0.250179741649517  |
|  2565 | -0.21342604545139224 | -0.25017184793070557 |
|  2566 | -0.21341793340035195 | -0.2501639609607849  |
|  2567 | -0.21340982722307003 | -0.2501560807325214  |
|  2568 | -0.21340172691310638 | -0.2501482072386924  |
|  2569 | -0.21339363246403034 | -0.2501403404720851  |
|  2570 | -0.2133855438694208  | -0.25013248042549585 |
|  2571 | -0.21337746112286587 | -0.25012462709173144 |
|  2572 | -0.2133693842179629  | -0.25011678046360813 |
|  2573 |  -0.213361313148319  | -0.2501089405339517  |
|  2574 | -0.2133532479075501  | -0.2501011072955983  |
|  2575 | -0.21334518848928177 | -0.2500932807413934  |
|  2576 | -0.21333713488714892 | -0.25008546086419203 |
|  2577 | -0.21332908709479553 |  -0.250077647656859  |
|  2578 | -0.2133210451058749  | -0.2500698411122698  |
|  2579 | -0.21331300891404983 | -0.2500620412233077  |
|  2580 | -0.21330497851299185 | -0.25005424798286685 |
|  2581 | -0.21329695389638217 | -0.25004646138385106 |
|  2582 | -0.2132889350579109  | -0.2500386814191735  |
|  2583 | -0.21328092199127766 | -0.2500309080817562  |
|  2584 | -0.21327291469019088 | -0.25002314136453235 |
|  2585 | -0.21326491314836812 | -0.2500153812604434  |
|  2586 | -0.21325691735953656 | -0.2500076277624412  |
|  2587 | -0.21324892731743206 | -0.24999988086348612 |
|  2588 | -0.21324094301579957 | -0.24999214055654892 |
|  2589 | -0.21323296444839335 | -0.24998440683460982 |
|  2590 | -0.21322499160897657 | -0.24997667969065807 |
|  2591 | -0.21321702449132146 | -0.24996895911769257 |
|  2592 | -0.21320906308920953 |  -0.249961245108722  |
|  2593 | -0.21320110739643083 | -0.2499535376567637  |
|  2594 | -0.21319315740678493 | -0.24994583675484527 |
|  2595 | -0.21318521311407995 | -0.24993814239600354 |
|  2596 | -0.21317727451213322 | -0.2499304545732847  |
|  2597 | -0.21316934159477097 | -0.24992277327974335 |
|  2598 | -0.2131614143558284  | -0.2499150985084451  |
|  2599 | -0.2131534927891496  | -0.24990743025246367 |
|  2600 | -0.21314557688858762 | -0.24989976850488282 |
|  2601 | -0.21313766664800407 | -0.2498921132587951  |
|  2602 | -0.2131297620612701  | -0.24988446450730287 |
|  2603 | -0.2131218631222651  | -0.24987682224351737 |
|  2604 | -0.2131139698248776  | -0.2498691864605593  |
|  2605 | -0.21310608216300483 | -0.24986155715155836 |
|  2606 | -0.21309820013055294 | -0.24985393430965389 |
|  2607 | -0.21309032372143677 | -0.2498463179279942  |
|  2608 | -0.21308245292957997 | -0.2498387079997368  |
|  2609 | -0.21307458774891516 | -0.24983110451804846 |
|  2610 | -0.21306672817338326 | -0.24982350747610535 |
|  2611 | -0.21305887419693442 | -0.24981591686709229 |
|  2612 | -0.21305102581352725 | -0.24980833268420377 |
|  2613 | -0.21304318301712885 | -0.24980075492064277 |
|  2614 | -0.21303534580171551 | -0.24979318356962224 |
|  2615 | -0.2130275141612718  | -0.24978561862436371 |
|  2616 | -0.21301968808979105 | -0.24977806007809755 |
|  2617 | -0.21301186758127538 | -0.24977050792406366 |
|  2618 | -0.21300405262973532 | -0.24976296215551116 |
|  2619 |  -0.21299624322919   | -0.2497554227656978  |
|  2620 | -0.21298843937366738 | -0.2497478897478901  |
|  2621 | -0.21298064105720374 | -0.24974036309536438 |
|  2622 | -0.2129728482738442  | -0.24973284280140529 |
|  2623 | -0.2129650610176421  | -0.24972532885930682 |
|  2624 | -0.2129572792826596  | -0.2497178212623718  |
|  2625 | -0.2129495030629671  | -0.2497103200039121  |
|  2626 | -0.2129417323526439  | -0.2497028250772485  |
|  2627 | -0.2129339671457774  | -0.24969533647571063 |
|  2628 | -0.21292620743646368 | -0.24968785419263687 |
|  2629 | -0.21291845321880717 | -0.2496803782213748  |
|  2630 | -0.21291070448692084 | -0.24967290855528104 |
|  2631 | -0.21290296123492594 | -0.24966544518772074 |
|  2632 | -0.21289522345695244 | -0.24965798811206782 |
|  2633 | -0.21288749114713845 | -0.24965053732170517 |
|  2634 | -0.2128797642996304  | -0.24964309281002464 |
|  2635 | -0.2128720429085833  | -0.24963565457042677 |
|  2636 | -0.2128643269681603  | -0.24962822259632084 |
|  2637 | -0.2128566164725332  | -0.24962079688112515 |
|  2638 | -0.21284891141588197 | -0.2496133774182664  |
|  2639 | -0.21284121179239462 | -0.24960596420118034 |
|  2640 | -0.2128335175962679  | -0.24959855722331134 |
|  2641 | -0.21282582882170653 | -0.24959115647811245 |
|  2642 | -0.21281814546292355 | -0.24958376195904544 |
|  2643 | -0.2128104675141406  | -0.24957637365958085 |
|  2644 | -0.21280279496958676 | -0.24956899157319812 |
|  2645 | -0.21279512782350035 | -0.24956161569338461 |
|  2646 | -0.21278746607012708 | -0.24955424601363724 |
|  2647 | -0.2127798097037212  | -0.24954688252746116 |
|  2648 | -0.21277215871854518 | -0.24953952522836972 |
|  2649 | -0.2127645131088695  | -0.24953217410988557 |
|  2650 | -0.21275687286897288 | -0.2495248291655399  |
|  2651 | -0.21274923799314213 | -0.24951749038887186 |
|  2652 | -0.2127416084756723  | -0.2495101577734301  |
|  2653 | -0.21273398431086632 | -0.24950283131277062 |
|  2654 | -0.21272636549303553 | -0.24949551100045889 |
|  2655 | -0.21271875201649898 | -0.24948819683006881 |
|  2656 | -0.21271114387558412 | -0.2494808887951827  |
|  2657 | -0.21270354106462613 | -0.24947358688939095 |
|  2658 | -0.21269594357796875 | -0.2494662911062932  |
|  2659 |  -0.212688351409963  | -0.24945900143949679 |
|  2660 | -0.21268076455496865 | -0.24945171788261836 |
|  2661 | -0.21267318300735277 | -0.24944444042928207 |
|  2662 | -0.21266560676149113 | -0.24943716907312116 |
|  2663 | -0.21265803581176684 | -0.24942990380777716 |
|  2664 | -0.21265047015257124 | -0.24942264462689956 |
|  2665 | -0.21264290977830388 | -0.24941539152414713 |
|  2666 | -0.21263535468337164 | -0.24940814449318624 |
|  2667 | -0.2126278048621896  | -0.24940090352769176 |
|  2668 | -0.21262026030918096 | -0.2493936686213475  |
|  2669 | -0.21261272101877648 | -0.24938643976784455 |
|  2670 |  -0.212605186985415  | -0.24937921696088303 |
|  2671 | -0.21259765820354304 | -0.2493720001941714  |
|  2672 | -0.21259013466761506 | -0.2493647894614264  |
|  2673 | -0.21258261637209344 | -0.2493575847563725  |
|  2674 | -0.2125751033114482  | -0.2493503860727433  |
|  2675 | -0.21256759548015722 | -0.2493431934042798  |
|  2676 | -0.2125600928727062  | -0.24933600674473183 |
|  2677 | -0.21255259548358862 | -0.24932882608785717 |
|  2678 | -0.2125451033073057  | -0.24932165142742221 |
|  2679 | -0.21253761633836624 | -0.24931448275720075 |
|  2680 | -0.2125301345712873  | -0.24930732007097553 |
|  2681 | -0.2125226580005931  | -0.24930016336253735 |
|  2682 | -0.21251518662081587 | -0.24929301262568476 |
|  2683 | -0.21250772042649524 | -0.24928586785422482 |
|  2684 | -0.21250025941217884 | -0.24927872904197262 |
|  2685 | -0.21249280357242184 | -0.2492715961827515  |
|  2686 | -0.21248535290178705 | -0.24926446927039247 |
|  2687 |  -0.212477907394845  | -0.24925734829873503 |
|  2688 | -0.21247046704617376 | -0.24925023326162712 |
|  2689 | -0.21246303185035892 | -0.2492431241529239  |
|  2690 | -0.2124556018019939  | -0.2492360209664893  |
|  2691 | -0.21244817689567974 | -0.24922892369619454 |
|  2692 | -0.2124407571260247  | -0.24922183233591952 |
|  2693 | -0.21243334248764487 | -0.24921474687955225 |
|  2694 | -0.2124259329751638  | -0.24920766732098834 |
|  2695 | -0.2124185285832127  | -0.24920059365413136 |
|  2696 | -0.2124111293064302  | -0.24919352587289278 |
|  2697 | -0.2124037351394624  | -0.2491864639711929  |
|  2698 | -0.21239634607696295 | -0.24917940794295906 |
|  2699 |  -0.212388962113593  | -0.24917235778212682 |
|  2700 | -0.2123815832440212  | -0.2491653134826395  |
|  2701 | -0.2123742094629236  |  -0.249158275038449  |
|  2702 | -0.2123668407649836  | -0.24915124244351436 |
|  2703 | -0.21235947714489217 | -0.24914421569180245 |
|  2704 | -0.21235211859734782 | -0.24913719477728902 |
|  2705 | -0.21234476511705616 | -0.24913017969395632 |
|  2706 | -0.2123374166987304  | -0.24912317043579577 |
|  2707 | -0.21233007333709097 | -0.24911616699680586 |
|  2708 | -0.2123227350268659  |  -0.249109169370993  |
|  2709 | -0.2123154017627904  | -0.24910217755237138 |
|  2710 | -0.21230807353960712 | -0.2490951915349634  |
|  2711 | -0.2123007503520659  | -0.24908821131279868 |
|  2712 | -0.21229343219492405 | -0.2490812368799149  |
|  2713 | -0.21228611906294606 | -0.24907426823035755 |
|  2714 | -0.21227881095090392 | -0.24906730535817986 |
|  2715 | -0.21227150785357665 | -0.24906034825744272 |
|  2716 | -0.21226420976575064 | -0.24905339692221484 |
|  2717 | -0.21225691668221966 | -0.2490464513465723  |
|  2718 | -0.21224962859778437 | -0.24903951152459977 |
|  2719 | -0.21224234550725307 | -0.24903257745038856 |
|  2720 | -0.21223506740544096 | -0.2490256491180382  |
|  2721 | -0.2122277942871708  | -0.2490187265216559  |
|  2722 | -0.21222052614727208 | -0.24901180965535633 |
|  2723 | -0.21221326298058193 |  -0.249004898513262  |
|  2724 | -0.2122060047819442  | -0.24899799308950285 |
|  2725 | -0.2121987515462103  | -0.24899109337821648 |
|  2726 | -0.21219150326823866 | -0.24898419937354846 |
|  2727 | -0.21218425994289447 | -0.24897731106965165 |
|  2728 | -0.21217702156505078 | -0.24897042846068615 |
|  2729 | -0.21216978812958714 | -0.2489635515408201  |
|  2730 | -0.21216255963139033 | -0.24895668030422924 |
|  2731 | -0.2121553360653544  | -0.24894981474509645 |
|  2732 | -0.21214811742638015 | -0.24894295485761264 |
|  2733 | -0.21214090370937577 | -0.24893610063597593 |
|  2734 | -0.21213369490925638 | -0.2489292520743917  |
|  2735 | -0.21212649102094389 | -0.2489224091670737  |
|  2736 | -0.2121192920393677  | -0.24891557190824223 |
|  2737 | -0.2121120979594638  | -0.24890874029212534 |
|  2738 | -0.21210490877617538 | -0.24890191431295908 |
|  2739 | -0.21209772448445263 | -0.2488950939649861  |
|  2740 | -0.21209054507925265 | -0.24888827924245713 |
|  2741 | -0.21208337055553947 | -0.24888147013963016 |
|  2742 | -0.21207620090828425 | -0.2488746666507702  |
|  2743 | -0.21206903613246475 | -0.24886786877015057 |
|  2744 | -0.21206187622306608 | -0.24886107649205072 |
|  2745 | -0.21205472117507984 | -0.2488542898107586  |
|  2746 | -0.21204757098350488 | -0.24884750872056918 |
|  2747 | -0.21204042564334682 | -0.2488407332157844  |
|  2748 | -0.21203328514961794 | -0.24883396329071425 |
|  2749 | -0.2120261494973379  | -0.2488271989396754  |
|  2750 | -0.21201901868153264 | -0.24882044015699198 |
|  2751 | -0.21201189269723542 |  -0.248813686936996  |
|  2752 | -0.21200477153948596 | -0.2488069392740256  |
|  2753 | -0.21199765520333105 | -0.24880019716242763 |
|  2754 | -0.21199054368382422 | -0.24879346059655527 |
|  2755 | -0.2119834369760257  | -0.24878672957076933 |
|  2756 | -0.21197633507500271 | -0.2487800040794376  |
|  2757 | -0.21196923797582898 | -0.24877328411693536 |
|  2758 | -0.21196214567358523 | -0.24876656967764482 |
|  2759 |  -0.211955058163359  |  -0.248759860755956  |
|  2760 | -0.2119479754402442  | -0.24875315734626535 |
|  2761 | -0.21194089749934178 | -0.24874645944297732 |
|  2762 | -0.21193382433575927 | -0.24873976704050288 |
|  2763 |  -0.211926755944611  | -0.24873308013326054 |
|  2764 | -0.21191969232101812 | -0.24872639871567556 |
|  2765 |  -0.211912633460108  | -0.2487197227821813  |
|  2766 | -0.21190557935701507 | -0.24871305232721702 |
|  2767 | -0.21189853000688047 |  -0.24870638734523   |
|  2768 | -0.21189148540485164 | -0.2486997278306745  |
|  2769 | -0.21188444554608302 | -0.24869307377801114 |
|  2770 | -0.21187741042573563 | -0.24868642518170883 |
|  2771 | -0.21187038003897676 | -0.24867978203624275 |
|  2772 | -0.2118633543809806  | -0.24867314433609536 |
|  2773 | -0.21185633344692803 | -0.2486665120757562  |
|  2774 | -0.2118493172320063  | -0.24865988524972188 |
|  2775 | -0.2118423057314093  | -0.24865326385249598 |
|  2776 | -0.2118352989403373  | -0.24864664787858914 |
|  2777 | -0.2118282968539976  | -0.24864003732251902 |
|  2778 | -0.21182129946760356 | -0.24863343217881032 |
|  2779 | -0.21181430677637522 | -0.2486268324419948  |
|  2780 | -0.2118073187755391  | -0.24862023810661107 |
|  2781 | -0.2118003354603286  | -0.24861364916720452 |
|  2782 | -0.21179335682598313 | -0.2486070656183282  |
|  2783 | -0.21178638286774856 | -0.2486004874545413  |
|  2784 | -0.21177941358087768 | -0.24859391467041053 |
|  2785 | -0.21177244896062933 | -0.24858734726050916 |
|  2786 | -0.21176548900226916 | -0.24858078521941732 |
|  2787 | -0.2117585337010688  | -0.2485742285417227  |
|  2788 | -0.21175158305230674 | -0.24856767722201936 |
|  2789 | -0.21174463705126784 | -0.24856113125490828 |
|  2790 | -0.21173769569324294 | -0.24855459063499716 |
|  2791 | -0.21173075897352972 | -0.2485480553569008  |
|  2792 | -0.2117238268874322  | -0.2485415254152413  |
|  2793 | -0.21171689943026056 | -0.2485350008046465  |
|  2794 | -0.21170997659733154 | -0.24852848151975224 |
|  2795 | -0.2117030583839681  | -0.24852196755520034 |
|  2796 | -0.21169614478549975 | -0.24851545890563975 |
|  2797 | -0.21168923579726204 | -0.2485089555657263  |
|  2798 | -0.21168233141459702 | -0.24850245753012282 |
|  2799 | -0.21167543163285304 | -0.24849596479349817 |
|  2800 | -0.2116685364473848  | -0.24848947735052854 |
|  2801 | -0.21166164585355304 | -0.24848299519589687 |
|  2802 | -0.21165475984672533 | -0.24847651832429282 |
|  2803 | -0.2116478784222747  | -0.2484700467304126  |
|  2804 | -0.21164100157558122 | -0.2484635804089593  |
|  2805 | -0.21163412930203077 | -0.2484571193546428  |
|  2806 | -0.21162726159701545 | -0.24845066356217965 |
|  2807 | -0.21162039845593392 | -0.2484442130262928  |
|  2808 | -0.21161353987419063 | -0.24843776774171242 |
|  2809 | -0.21160668584719666 | -0.24843132770317466 |
|  2810 | -0.2115998363703689  | -0.2484248929054232  |
|  2811 | -0.21159299143913082 | -0.24841846334320736 |
|  2812 | -0.21158615104891149 | -0.2484120390112844  |
|  2813 | -0.21157931519514683 | -0.24840561990441679 |
|  2814 | -0.21157248387327857 | -0.24839920601737475 |
|  2815 | -0.21156565707875458 | -0.24839279734493414 |
|  2816 | -0.2115588348070288  | -0.24838639388187886 |
|  2817 | -0.21155201705356141 | -0.24837999562299765 |
|  2818 | -0.21154520381381875 |  -0.248373602563087  |
|  2819 | -0.2115383950832731  | -0.24836721469694972 |
|  2820 |  -0.211531590857403  | -0.24836083201939502 |
|  2821 | -0.21152479113169298 | -0.24835445452523885 |
|  2822 | -0.21151799590163378 | -0.2483480822093035  |
|  2823 | -0.21151120516272187 | -0.24834171506641797 |
|  2824 | -0.21150441891046007 | -0.24833535309141766 |
|  2825 | -0.2114976371403573  | -0.2483289962791448  |
|  2826 | -0.21149085984792826 | -0.2483226446244476  |
